,index,CANTIDAD
1595,1595,107.0
1596,1596,90.0
1597,1597,49.0
1598,1598,43.0
1599,1599,53.0
1600,1600,61.0
1601,1601,38.0
1602,1602,65.0
1603,1603,106.0
1604,1604,36.0
1605,1605,42.0
1606,1606,48.0
1607,1607,42.0
1608,1608,81.0
1609,1609,86.0
1610,1610,84.0
1611,1611,66.0
1612,1612,36.0
1613,1613,25.0
1614,1614,49.0
1615,1615,87.0
1616,1616,86.0
1617,1617,130.0
1618,1618,64.0
1619,1619,66.0
1620,1620,73.0
1621,1621,56.0
1622,1622,80.0
1623,1623,83.0
1624,1624,143.0
1625,1625,70.0
1626,1626,81.0
1627,1627,91.0
1628,1628,46.0
1629,1629,30.0
1630,1630,63.0
1631,1631,62.0
1632,1632,44.0
1633,1633,67.0
1634,1634,35.0
1635,1635,65.0
1636,1636,71.0
1637,1637,96.0
1638,1638,92.0
1639,1639,87.0
1640,1640,66.0
1641,1641,103.0
1642,1642,80.0
1643,1643,46.0
1644,1644,63.0
1645,1645,83.0
1646,1646,54.0
1647,1647,86.0
1648,1648,53.0
1649,1649,34.0
1650,1650,95.0
1651,1651,57.0
1652,1652,92.0
1653,1653,90.0
1654,1654,41.0
1655,1655,51.0
1656,1656,100.0
1657,1657,89.0
1658,1658,86.0
1659,1659,108.0
1660,1660,74.0
1661,1661,60.0
1662,1662,71.0
1663,1663,116.0
1664,1664,93.0
1665,1665,100.0
1666,1666,115.0
1667,1667,101.0
1668,1668,126.0
1669,1669,134.0
1670,1670,98.0
1671,1671,105.0
1672,1672,123.0
1673,1673,86.0
1674,1674,121.0
1675,1675,102.0
1676,1676,106.0
1677,1677,46.0
1678,1678,89.0
1679,1679,87.0
1680,1680,120.0
1681,1681,70.0
1682,1682,77.0
1683,1683,105.0
1684,1684,113.0
1685,1685,74.0
1686,1686,83.0
1687,1687,79.0
1688,1688,58.0
1689,1689,109.0
1690,1690,92.0
1691,1691,97.0
1692,1692,155.0
1693,1693,80.0
1694,1694,39.0
1695,1695,104.0
1696,1696,116.0
1697,1697,105.0
1698,1698,88.0
1699,1699,76.0
1700,1700,90.0
1701,1701,66.0
1702,1702,69.0
1703,1703,74.0
1704,1704,42.0
1705,1705,66.0
1706,1706,75.0
1707,1707,106.0
1708,1708,128.0
1709,1709,72.0
1710,1710,110.0
1711,1711,79.0
1712,1712,29.0
1713,1713,69.0
1714,1714,90.0
1715,1715,108.0
1716,1716,122.0
1717,1717,70.0
1718,1718,41.0
1719,1719,57.0
1720,1720,75.0
1721,1721,97.0
1722,1722,146.0
1723,1723,86.0
1724,1724,73.0
1725,1725,92.0
1726,1726,89.0
1727,1727,51.0
1728,1728,71.0
1729,1729,107.0
1730,1730,90.0
1731,1731,74.0
1732,1732,69.0
1733,1733,75.0
1734,1734,92.0
1735,1735,63.0
1736,1736,125.0
1737,1737,107.0
1738,1738,86.0
1739,1739,114.0
1740,1740,89.0
1741,1741,132.0
1742,1742,154.0
1743,1743,195.0
1744,1744,106.0
1745,1745,69.0
1746,1746,85.0
1747,1747,71.0
1748,1748,104.0
1749,1749,165.0
1750,1750,142.0
1751,1751,91.0
1752,1752,95.0
1753,1753,70.0
1754,1754,77.0
1755,1755,76.0
1756,1756,144.0
1757,1757,118.0
1758,1758,107.0
1759,1759,72.0
1760,1760,81.0
1761,1761,67.0
1762,1762,55.0
1763,1763,57.0
1764,1764,54.0
1765,1765,53.0
1766,1766,78.0
1767,1767,68.0
1768,1768,70.0
1769,1769,54.0
1770,1770,129.0
1771,1771,131.0
1772,1772,70.0
1773,1773,121.0
1774,1774,110.0
1775,1775,147.0
1776,1776,112.0
1777,1777,134.0
1778,1778,68.0
1779,1779,77.0
1780,1780,48.0
1781,1781,42.0
1782,1782,34.0
1783,1783,65.0
1784,1784,90.0
1785,1785,99.0
1786,1786,31.0
1787,1787,40.0
1788,1788,43.0
1789,1789,49.0
1790,1790,0.0
1791,1791,134.0
1792,1792,100.0
1793,1793,62.0
1794,1794,52.0
1795,1795,42.0
1796,1796,54.0
1797,1797,97.0
1798,1798,70.0
1799,1799,99.0
1800,1800,69.0
1801,1801,63.0
1802,1802,78.0
1803,1803,97.0
1804,1804,109.0
1805,1805,200.0
1806,1806,124.0
1807,1807,119.0
1808,1808,136.0
1809,1809,139.0
1810,1810,130.0
1811,1811,144.0
1812,1812,140.0
1813,1813,161.0
1814,1814,158.0
1815,1815,188.0
1816,1816,115.0
1817,1817,132.0
1818,1818,86.0
1819,1819,99.0
1820,1820,125.0
1821,1821,86.0
1822,1822,70.0
1823,1823,75.0
1824,1824,85.0
1825,1825,99.0
1826,1826,139.0
1827,1827,123.0
1828,1828,67.0
1829,1829,30.0
1830,1830,31.0
1831,1831,95.0
1832,1832,125.0
1833,1833,125.0
1834,1834,117.0
1835,1835,92.0
1836,1836,111.0
1837,1837,63.0
1838,1838,120.0
1839,1839,136.0
1840,1840,101.0
1841,1841,112.0
1842,1842,86.0
1843,1843,131.0
1844,1844,155.0
1845,1845,147.0
1846,1846,178.0
1847,1847,161.0
1848,1848,219.0
1849,1849,149.0
