,FECHA,ANO,MES,SEMANA,DIA_SEMANA,DIA_MES,CANTIDAD
1652,2021-08-15,2021,8,32,6,15,92.0
1653,2021-08-16,2021,8,33,0,16,90.0
1654,2021-08-17,2021,8,33,1,17,41.0
1655,2021-08-18,2021,8,33,2,18,51.0
1656,2021-08-19,2021,8,33,3,19,100.0
1657,2021-08-20,2021,8,33,4,20,89.0
1658,2021-08-21,2021,8,33,5,21,86.0
1659,2021-08-22,2021,8,33,6,22,108.0
1660,2021-08-23,2021,8,34,0,23,74.0
1661,2021-08-24,2021,8,34,1,24,60.0
1662,2021-08-25,2021,8,34,2,25,71.0
1663,2021-08-26,2021,8,34,3,26,116.0
1664,2021-08-27,2021,8,34,4,27,93.0
1665,2021-08-28,2021,8,34,5,28,100.0
1666,2021-08-29,2021,8,34,6,29,115.0
1667,2021-08-30,2021,8,35,0,30,101.0
1668,2021-08-31,2021,8,35,1,31,126.0
1669,2021-09-01,2021,9,35,2,1,134.0
1670,2021-09-02,2021,9,35,3,2,98.0
1671,2021-09-03,2021,9,35,4,3,105.0
1672,2021-09-04,2021,9,35,5,4,123.0
1673,2021-09-05,2021,9,35,6,5,86.0
1674,2021-09-06,2021,9,36,0,6,121.0
1675,2021-09-07,2021,9,36,1,7,102.0
1676,2021-09-08,2021,9,36,2,8,106.0
1677,2021-09-09,2021,9,36,3,9,46.0
1678,2021-09-10,2021,9,36,4,10,89.0
1679,2021-09-11,2021,9,36,5,11,87.0
1680,2021-09-12,2021,9,36,6,12,120.0
1681,2021-09-13,2021,9,37,0,13,70.0
1682,2021-09-14,2021,9,37,1,14,77.0
1683,2021-09-15,2021,9,37,2,15,105.0
1684,2021-09-16,2021,9,37,3,16,113.0
1685,2021-09-17,2021,9,37,4,17,74.0
1686,2021-09-18,2021,9,37,5,18,83.0
1687,2021-09-19,2021,9,37,6,19,79.0
1688,2021-09-20,2021,9,38,0,20,58.0
1689,2021-09-21,2021,9,38,1,21,109.0
1690,2021-09-22,2021,9,38,2,22,92.0
1691,2021-09-23,2021,9,38,3,23,97.0
1692,2021-09-24,2021,9,38,4,24,155.0
1693,2021-09-25,2021,9,38,5,25,80.0
1694,2021-09-26,2021,9,38,6,26,39.0
1695,2021-09-27,2021,9,39,0,27,104.0
1696,2021-09-28,2021,9,39,1,28,116.0
1697,2021-09-29,2021,9,39,2,29,105.0
1698,2021-09-30,2021,9,39,3,30,88.0
1699,2021-10-01,2021,10,39,4,1,76.0
1700,2021-10-02,2021,10,39,5,2,90.0
1701,2021-10-03,2021,10,39,6,3,66.0
1702,2021-10-04,2021,10,40,0,4,69.0
1703,2021-10-05,2021,10,40,1,5,74.0
1704,2021-10-06,2021,10,40,2,6,42.0
1705,2021-10-07,2021,10,40,3,7,66.0
1706,2021-10-08,2021,10,40,4,8,75.0
1707,2021-10-09,2021,10,40,5,9,106.0
1708,2021-10-10,2021,10,40,6,10,128.0
1709,2021-10-11,2021,10,41,0,11,72.0
1710,2021-10-12,2021,10,41,1,12,110.0
1711,2021-10-13,2021,10,41,2,13,79.0
1712,2021-10-14,2021,10,41,3,14,29.0
1713,2021-10-15,2021,10,41,4,15,69.0
1714,2021-10-16,2021,10,41,5,16,90.0
1715,2021-10-17,2021,10,41,6,17,108.0
1716,2021-10-18,2021,10,42,0,18,122.0
1717,2021-10-19,2021,10,42,1,19,70.0
1718,2021-10-20,2021,10,42,2,20,41.0
1719,2021-10-21,2021,10,42,3,21,57.0
1720,2021-10-22,2021,10,42,4,22,75.0
1721,2021-10-23,2021,10,42,5,23,97.0
1722,2021-10-24,2021,10,42,6,24,146.0
1723,2021-10-25,2021,10,43,0,25,86.0
1724,2021-10-26,2021,10,43,1,26,73.0
1725,2021-10-27,2021,10,43,2,27,92.0
1726,2021-10-28,2021,10,43,3,28,89.0
1727,2021-10-29,2021,10,43,4,29,51.0
1728,2021-10-30,2021,10,43,5,30,71.0
1729,2021-10-31,2021,10,43,6,31,107.0
1730,2021-11-01,2021,11,44,0,1,90.0
1731,2021-11-02,2021,11,44,1,2,74.0
1732,2021-11-03,2021,11,44,2,3,69.0
1733,2021-11-04,2021,11,44,3,4,75.0
1734,2021-11-05,2021,11,44,4,5,92.0
1735,2021-11-06,2021,11,44,5,6,63.0
1736,2021-11-07,2021,11,44,6,7,125.0
1737,2021-11-08,2021,11,45,0,8,107.0
1738,2021-11-09,2021,11,45,1,9,86.0
1739,2021-11-10,2021,11,45,2,10,114.0
1740,2021-11-11,2021,11,45,3,11,89.0
1741,2021-11-12,2021,11,45,4,12,132.0
1742,2021-11-13,2021,11,45,5,13,154.0
1743,2021-11-14,2021,11,45,6,14,195.0
1744,2021-11-15,2021,11,46,0,15,106.0
1745,2021-11-16,2021,11,46,1,16,69.0
1746,2021-11-17,2021,11,46,2,17,85.0
1747,2021-11-18,2021,11,46,3,18,71.0
1748,2021-11-19,2021,11,46,4,19,104.0
1749,2021-11-20,2021,11,46,5,20,165.0
1750,2021-11-21,2021,11,46,6,21,142.0
1751,2021-11-22,2021,11,47,0,22,91.0
1752,2021-11-23,2021,11,47,1,23,95.0
1753,2021-11-24,2021,11,47,2,24,70.0
1754,2021-11-25,2021,11,47,3,25,77.0
1755,2021-11-26,2021,11,47,4,26,76.0
1756,2021-11-27,2021,11,47,5,27,144.0
1757,2021-11-28,2021,11,47,6,28,118.0
1758,2021-11-29,2021,11,48,0,29,107.0
1759,2021-11-30,2021,11,48,1,30,72.0
1760,2021-12-01,2021,12,48,2,1,81.0
1761,2021-12-02,2021,12,48,3,2,67.0
1762,2021-12-03,2021,12,48,4,3,55.0
1763,2021-12-04,2021,12,48,5,4,57.0
1764,2021-12-05,2021,12,48,6,5,54.0
1765,2021-12-06,2021,12,49,0,6,53.0
1766,2021-12-07,2021,12,49,1,7,78.0
1767,2021-12-08,2021,12,49,2,8,68.0
1768,2021-12-09,2021,12,49,3,9,70.0
1769,2021-12-10,2021,12,49,4,10,54.0
1770,2021-12-11,2021,12,49,5,11,129.0
1771,2021-12-12,2021,12,49,6,12,131.0
1772,2021-12-13,2021,12,50,0,13,70.0
1773,2021-12-14,2021,12,50,1,14,121.0
1774,2021-12-15,2021,12,50,2,15,110.0
1775,2021-12-16,2021,12,50,3,16,147.0
1776,2021-12-17,2021,12,50,4,17,112.0
1777,2021-12-18,2021,12,50,5,18,134.0
1778,2021-12-19,2021,12,50,6,19,68.0
1779,2021-12-20,2021,12,51,0,20,77.0
1780,2021-12-21,2021,12,51,1,21,48.0
1781,2021-12-22,2021,12,51,2,22,42.0
1782,2021-12-23,2021,12,51,3,23,34.0
1783,2021-12-24,2021,12,51,4,24,65.0
1784,2021-12-25,2021,12,51,5,25,90.0
1785,2021-12-26,2021,12,51,6,26,99.0
1786,2021-12-27,2021,12,52,0,27,31.0
1787,2021-12-28,2021,12,52,1,28,40.0
1788,2021-12-29,2021,12,52,2,29,43.0
1789,2021-12-30,2021,12,52,3,30,49.0
1790,2021-12-31,2021,12,52,4,31,0.0
1791,2022-01-01,2021,1,52,5,1,134.0
1792,2022-01-02,2021,1,52,6,2,100.0
1793,2022-01-03,2022,1,1,0,3,62.0
1794,2022-01-04,2022,1,1,1,4,52.0
1795,2022-01-05,2022,1,1,2,5,42.0
1796,2022-01-06,2022,1,1,3,6,54.0
1797,2022-01-07,2022,1,1,4,7,97.0
1798,2022-01-08,2022,1,1,5,8,70.0
1799,2022-01-09,2022,1,1,6,9,99.0
1800,2022-01-10,2022,1,2,0,10,69.0
1801,2022-01-11,2022,1,2,1,11,63.0
1802,2022-01-12,2022,1,2,2,12,78.0
1803,2022-01-13,2022,1,2,3,13,97.0
1804,2022-01-14,2022,1,2,4,14,109.0
1805,2022-01-15,2022,1,2,5,15,200.0
1806,2022-01-16,2022,1,2,6,16,124.0
1807,2022-01-17,2022,1,3,0,17,119.0
1808,2022-01-18,2022,1,3,1,18,136.0
1809,2022-01-19,2022,1,3,2,19,139.0
1810,2022-01-20,2022,1,3,3,20,130.0
1811,2022-01-21,2022,1,3,4,21,144.0
1812,2022-01-22,2022,1,3,5,22,140.0
1813,2022-01-23,2022,1,3,6,23,161.0
1814,2022-01-24,2022,1,4,0,24,158.0
1815,2022-01-25,2022,1,4,1,25,188.0
1816,2022-01-26,2022,1,4,2,26,115.0
1817,2022-01-27,2022,1,4,3,27,132.0
1818,2022-01-28,2022,1,4,4,28,86.0
1819,2022-01-29,2022,1,4,5,29,99.0
1820,2022-01-30,2022,1,4,6,30,125.0
1821,2022-01-31,2022,1,5,0,31,86.0
1822,2022-02-01,2022,2,5,1,1,70.0
1823,2022-02-02,2022,2,5,2,2,75.0
1824,2022-02-03,2022,2,5,3,3,85.0
1825,2022-02-04,2022,2,5,4,4,99.0
1826,2022-02-05,2022,2,5,5,5,139.0
1827,2022-02-06,2022,2,5,6,6,123.0
1828,2022-02-07,2022,2,6,0,7,67.0
1829,2022-02-08,2022,2,6,1,8,30.0
1830,2022-02-09,2022,2,6,2,9,31.0
1831,2022-02-10,2022,2,6,3,10,95.0
1832,2022-02-11,2022,2,6,4,11,125.0
1833,2022-02-12,2022,2,6,5,12,125.0
1834,2022-02-13,2022,2,6,6,13,117.0
1835,2022-02-14,2022,2,7,0,14,92.0
1836,2022-02-15,2022,2,7,1,15,111.0
1837,2022-02-16,2022,2,7,2,16,63.0
1838,2022-02-17,2022,2,7,3,17,120.0
1839,2022-02-18,2022,2,7,4,18,136.0
1840,2022-02-19,2022,2,7,5,19,101.0
1841,2022-02-20,2022,2,7,6,20,112.0
1842,2022-02-21,2022,2,8,0,21,86.0
1843,2022-02-22,2022,2,8,1,22,131.0
1844,2022-02-23,2022,2,8,2,23,155.0
1845,2022-02-24,2022,2,8,3,24,147.0
1846,2022-02-25,2022,2,8,4,25,178.0
1847,2022-02-26,2022,2,8,5,26,161.0
1848,2022-02-27,2022,2,8,6,27,219.0
1849,2022-02-28,2022,2,9,0,28,149.0
