,CANTIDAD_CORRECTIVAS,CANTIDAD_CRIMENES
1348,54.0,0.0
1349,38.0,1.0
1350,65.0,1.0
1351,45.0,0.0
1352,51.0,0.0
1353,46.0,0.0
1354,34.0,0.0
1355,59.0,0.0
1356,58.0,1.0
1357,71.0,0.0
1358,63.0,0.0
1359,64.0,0.0
1360,25.0,0.0
1361,50.0,2.0
1362,18.0,0.0
1363,14.0,0.0
1364,73.0,0.0
1365,62.0,0.0
1366,76.0,0.0
1367,22.0,0.0
1368,59.0,0.0
1369,37.0,0.0
1370,50.0,0.0
1371,55.0,4.0
1372,86.0,0.0
1373,42.0,0.0
1374,42.0,0.0
1375,45.0,0.0
1376,67.0,0.0
1377,41.0,0.0
1378,89.0,2.0
1379,62.0,0.0
1380,29.0,0.0
1381,25.0,0.0
1382,32.0,0.0
1383,23.0,0.0
1384,41.0,0.0
1385,50.0,2.0
1386,88.0,0.0
1387,58.0,0.0
1388,38.0,0.0
1389,46.0,0.0
1390,27.0,0.0
1391,31.0,0.0
1392,28.0,0.0
1393,34.0,0.0
1394,51.0,0.0
1395,20.0,0.0
1396,39.0,1.0
1397,24.0,0.0
1398,52.0,1.0
1399,53.0,0.0
1400,71.0,0.0
1401,40.0,0.0
1402,81.0,0.0
1403,23.0,1.0
1404,41.0,1.0
1405,36.0,0.0
1406,63.0,0.0
1407,100.0,0.0
1408,43.0,0.0
1409,34.0,0.0
1410,38.0,0.0
1411,46.0,0.0
1412,67.0,0.0
1413,53.0,0.0
1414,87.0,0.0
1415,59.0,0.0
1416,29.0,0.0
1417,36.0,0.0
1418,35.0,0.0
1419,208.0,0.0
1420,67.0,0.0
1421,59.0,0.0
1422,19.0,0.0
1423,19.0,0.0
1424,28.0,0.0
1425,0.0,1.0
1426,65.0,0.0
1427,37.0,0.0
1428,73.0,0.0
1429,29.0,0.0
1430,17.0,0.0
1431,53.0,0.0
1432,39.0,0.0
1433,50.0,0.0
1434,209.0,0.0
1435,237.0,0.0
1436,152.0,0.0
1437,46.0,0.0
1438,74.0,0.0
1439,95.0,0.0
1440,64.0,0.0
1441,84.0,0.0
1442,107.0,0.0
1443,96.0,0.0
1444,115.0,0.0
1445,89.0,0.0
1446,135.0,0.0
1447,70.0,0.0
1448,134.0,0.0
1449,148.0,0.0
1450,139.0,0.0
1451,127.0,0.0
1452,128.0,0.0
1453,157.0,0.0
1454,142.0,0.0
1455,192.0,0.0
1456,139.0,0.0
1457,79.0,0.0
1458,145.0,0.0
1459,137.0,0.0
1460,113.0,0.0
1461,180.0,0.0
1462,136.0,0.0
1463,73.0,0.0
1464,118.0,0.0
1465,96.0,0.0
1466,97.0,0.0
1467,87.0,0.0
1468,106.0,0.0
1469,137.0,0.0
1470,144.0,0.0
1471,155.0,0.0
1472,124.0,0.0
1473,136.0,0.0
1474,97.0,0.0
1475,199.0,0.0
1476,133.0,0.0
1477,103.0,0.0
1478,93.0,0.0
1479,88.0,0.0
1480,134.0,0.0
1481,100.0,0.0
1482,112.0,0.0
1483,185.0,0.0
1484,161.0,0.0
1485,55.0,0.0
1486,78.0,0.0
1487,94.0,0.0
1488,120.0,0.0
1489,121.0,0.0
1490,77.0,0.0
1491,115.0,0.0
1492,65.0,0.0
1493,58.0,0.0
1494,65.0,0.0
1495,101.0,0.0
1496,78.0,0.0
1497,92.0,0.0
1498,89.0,0.0
1499,73.0,0.0
1500,70.0,0.0
1501,37.0,0.0
1502,45.0,0.0
1503,109.0,0.0
1504,87.0,0.0
1505,87.0,0.0
1506,67.0,0.0
1507,84.0,0.0
1508,83.0,0.0
1509,64.0,0.0
1510,86.0,0.0
1511,89.0,0.0
1512,117.0,0.0
1513,103.0,0.0
1514,87.0,0.0
1515,133.0,0.0
1516,106.0,0.0
1517,85.0,0.0
1518,130.0,0.0
1519,152.0,0.0
1520,72.0,0.0
1521,84.0,0.0
1522,61.0,0.0
1523,51.0,0.0
1524,77.0,0.0
1525,75.0,0.0
1526,114.0,0.0
1527,103.0,0.0
1528,78.0,0.0
1529,75.0,0.0
1530,85.0,0.0
1531,67.0,0.0
1532,111.0,0.0
1533,107.0,0.0
1534,83.0,0.0
1535,87.0,0.0
1536,149.0,0.0
1537,86.0,0.0
1538,104.0,0.0
1539,115.0,0.0
1540,71.0,0.0
1541,106.0,0.0
1542,101.0,0.0
1543,144.0,0.0
1544,109.0,0.0
1545,170.0,0.0
1546,353.0,0.0
1547,246.0,0.0
1548,38.0,0.0
1549,60.0,0.0
1550,51.0,0.0
1551,79.0,0.0
1552,42.0,0.0
1553,72.0,0.0
1554,58.0,0.0
1555,77.0,0.0
1556,62.0,0.0
1557,40.0,0.0
1558,86.0,0.0
1559,44.0,0.0
1560,70.0,0.0
1561,112.0,0.0
1562,55.0,0.0
1563,42.0,0.0
1564,61.0,0.0
1565,44.0,0.0
1566,48.0,0.0
1567,61.0,0.0
1568,51.0,0.0
1569,30.0,0.0
1570,36.0,0.0
1571,39.0,0.0
1572,28.0,0.0
1573,39.0,0.0
1574,42.0,0.0
1575,55.0,0.0
1576,16.0,0.0
1577,17.0,0.0
1578,22.0,0.0
1579,34.0,0.0
1580,45.0,0.0
1581,17.0,0.0
1582,47.0,0.0
1583,45.0,0.0
1584,22.0,0.0
1585,25.0,0.0
1586,38.0,0.0
1587,36.0,0.0
1588,21.0,0.0
1589,46.0,0.0
1590,70.0,0.0
1591,40.0,0.0
1592,71.0,0.0
1593,84.0,0.0
1594,30.0,0.0
1595,107.0,0.0
1596,90.0,0.0
1597,49.0,0.0
1598,43.0,0.0
1599,53.0,0.0
1600,61.0,0.0
1601,38.0,0.0
1602,65.0,0.0
1603,106.0,0.0
1604,36.0,0.0
1605,42.0,0.0
1606,48.0,0.0
1607,42.0,1.0
1608,81.0,0.0
1609,86.0,0.0
1610,84.0,0.0
1611,66.0,0.0
1612,36.0,1.0
1613,25.0,0.0
1614,49.0,0.0
1615,87.0,0.0
1616,86.0,0.0
1617,130.0,0.0
1618,64.0,0.0
1619,66.0,0.0
1620,73.0,0.0
1621,56.0,0.0
1622,80.0,1.0
1623,83.0,0.0
1624,143.0,0.0
1625,70.0,0.0
1626,81.0,0.0
1627,91.0,0.0
1628,46.0,0.0
1629,30.0,0.0
1630,63.0,0.0
1631,62.0,0.0
1632,44.0,0.0
1633,67.0,0.0
1634,35.0,0.0
1635,65.0,0.0
1636,71.0,0.0
1637,96.0,0.0
1638,92.0,0.0
1639,87.0,0.0
1640,66.0,0.0
1641,103.0,0.0
1642,80.0,0.0
1643,46.0,0.0
1644,63.0,1.0
1645,83.0,0.0
1646,54.0,0.0
1647,86.0,0.0
1648,53.0,0.0
1649,34.0,0.0
1650,95.0,0.0
1651,57.0,0.0
1652,92.0,0.0
1653,90.0,0.0
1654,41.0,0.0
1655,51.0,1.0
1656,100.0,2.0
1657,89.0,0.0
1658,86.0,0.0
1659,108.0,0.0
1660,74.0,0.0
1661,60.0,0.0
1662,71.0,0.0
1663,116.0,0.0
1664,93.0,0.0
1665,100.0,0.0
1666,115.0,0.0
1667,101.0,1.0
1668,126.0,0.0
1669,134.0,0.0
1670,98.0,1.0
1671,105.0,0.0
1672,123.0,0.0
1673,86.0,0.0
1674,121.0,0.0
1675,102.0,0.0
1676,106.0,0.0
1677,46.0,0.0
1678,89.0,0.0
1679,87.0,0.0
1680,120.0,0.0
1681,70.0,0.0
1682,77.0,0.0
1683,105.0,0.0
1684,113.0,0.0
1685,74.0,1.0
1686,83.0,0.0
1687,79.0,0.0
1688,58.0,0.0
1689,109.0,0.0
1690,92.0,0.0
1691,97.0,0.0
1692,155.0,0.0
1693,80.0,0.0
1694,39.0,0.0
1695,104.0,1.0
1696,116.0,1.0
1697,105.0,1.0
1698,88.0,0.0
1699,76.0,0.0
1700,90.0,1.0
1701,66.0,1.0
1702,69.0,0.0
1703,74.0,0.0
1704,42.0,1.0
1705,66.0,0.0
1706,75.0,0.0
1707,106.0,0.0
1708,128.0,0.0
1709,72.0,1.0
1710,110.0,1.0
1711,79.0,1.0
1712,29.0,1.0
1713,69.0,0.0
1714,90.0,0.0
1715,108.0,0.0
1716,122.0,0.0
1717,70.0,0.0
1718,41.0,0.0
1719,57.0,0.0
1720,75.0,0.0
1721,97.0,0.0
1722,146.0,0.0
1723,86.0,0.0
1724,73.0,0.0
1725,92.0,0.0
1726,89.0,0.0
1727,51.0,0.0
1728,71.0,0.0
1729,107.0,0.0
1730,90.0,2.0
1731,74.0,1.0
1732,69.0,0.0
1733,75.0,0.0
1734,92.0,0.0
1735,63.0,0.0
1736,125.0,0.0
1737,107.0,0.0
1738,86.0,0.0
1739,114.0,1.0
1740,89.0,1.0
1741,132.0,1.0
1742,154.0,0.0
1743,195.0,0.0
1744,106.0,0.0
1745,69.0,1.0
1746,85.0,0.0
1747,71.0,0.0
1748,104.0,0.0
1749,165.0,1.0
1750,142.0,0.0
1751,91.0,0.0
1752,95.0,0.0
1753,70.0,0.0
1754,77.0,0.0
1755,76.0,0.0
1756,144.0,0.0
1757,118.0,0.0
1758,107.0,0.0
1759,72.0,0.0
1760,81.0,0.0
1761,67.0,0.0
1762,55.0,0.0
1763,57.0,0.0
1764,54.0,0.0
1765,53.0,0.0
1766,78.0,0.0
1767,68.0,0.0
1768,70.0,0.0
1769,54.0,0.0
1770,129.0,0.0
1771,131.0,0.0
1772,70.0,0.0
1773,121.0,0.0
1774,110.0,1.0
